"bookingid","customerid","customername","bookingtype","bookingdate","status","classtype","instructor","timeslot","duration","price","facility","theme","servicename","servicetype","customeremail","customerphone"
"3eca8b70-45d3-4142-8a8d-d3243877d42a","feea2f17-b5b4-4ca7-8dfe-c7bd1a59d297","Customer 734","Class","2025-06-22","Pending","Gymnastics","Amanda Davis","11:00:00",45,"227.39",NULL,NULL,"Gymnastics","Birthday Party","customer734@example.com","001-675-9052"
"ef360a60-bd94-417b-9715-31bf85f83c45","82e07cb3-b9d4-4165-aec5-c4d7206f9287","Customer 735","Class","2025-06-21","Pending","Art","James Howard",NULL,NULL,"172.33",NULL,NULL,"Art","Class","customer735@example.com",NULL
"c42a3829-a38e-4fbc-acc3-0b549ee0200c","27c89326-a1d9-44d9-b6ed-61f6e30387c9","Customer 740","Class","2025-06-04","Confirmed","Dance","James Howard",NULL,NULL,"256.82",NULL,NULL,"Dance","Class","customer740@example.com","001-338-3160"
"894f9782-e29c-4883-8a90-74d1065f4049","467e3233-619b-4dec-98e6-4430d6314b71","Customer 741","Class","2025-05-07","Pending","Dance","Lisa Hensley","11:00:00",120,"66.6",NULL,NULL,"Dance","Class","customer741@example.com","001-291-9320"
"d144dc95-b46d-4dcf-9e56-3a7b9ccf3a66","f62d7349-da64-46d4-99f8-8b761ce1c351","Customer 743","Class","2025-04-10","Confirmed","Dance","Lisa Hensley","10:00:00",120,"181.61",NULL,NULL,"Dance","Class","customer743@example.com","001-794-2927"
"500d11c6-8c79-4a53-b79c-0a02075db65b","1ac73f06-bcfd-44d3-a0d9-e90511244818","Customer 745","Class","2025-06-13","Confirmed","Gymnastics","Amanda Davis","14:00:00",120,"249.27",NULL,NULL,"Gymnastics","Class","customer745@example.com","001-462-5479"
"149ae10d-87b8-4371-9aa4-c2410e042e1c","34284b5f-4d6e-46f7-a9a1-bb44e97b4867","Customer 748","Class","2025-06-07","Pending","Dance",NULL,NULL,NULL,"40.31",NULL,NULL,"Dance","Facility","customer748@example.com","001-947-8137"
"4dfe9c4d-da02-4d1f-b46f-b7553acf227a","f32b4520-97e5-4019-a5ab-2b8b45f5c5d5","Customer 749","Class","2025-04-01","Confirmed","Gymnastics","James Howard","09:00:00",45,"99.43",NULL,NULL,"Gymnastics","Class",NULL,"001-930-3766"
"aa95531f-0d31-4b88-81aa-8721f66fd731","d0a7817e-266d-4123-8ee5-7c3a3b2f3a1c","Customer 751","Class","2025-06-09","Confirmed","Art","Lisa Hensley","15:00:00",90,"230.93",NULL,NULL,"Art","Class","customer751@example.com","001-713-6255"
"f821405b-e1c5-4758-8eea-4ec91cd2ab4e","f3135bce-3128-4819-b9c4-2d630c69fbe2","Customer 754","Class","2025-05-16","Confirmed","Dance","Amanda Davis",NULL,NULL,"246.44",NULL,NULL,"Dance","Class",NULL,"001-211-1673"
"b85249e0-2be0-4833-8eb1-070141e2acd0","e54493bd-4324-4cb1-8293-eb02f2511024","Customer 757","Class","2025-04-08","Pending","Art","James Howard","14:00:00",90,"256.87",NULL,NULL,"Art","Class","customer757@example.com","001-583-6689"
"fb42489c-d37e-48df-89a7-7065a8d9aa00","9587c9cf-e1c9-4e27-8289-3b79d45b297d","Customer 758","Class","2025-05-09","Confirmed","Gymnastics",NULL,"10:00:00",45,"20.89",NULL,NULL,"Gymnastics","Birthday Party","customer758@example.com","001-674-6450"
"764e2561-4abb-4ba6-a76a-56460cbc7ffd","f23a092b-caf3-496e-9287-b75e7ae4a15a","Customer 766","Class","2025-06-05","Pending","Gymnastics","James Howard","15:00:00",120,"84.13",NULL,NULL,"Gymnastics","Class","customer766@example.com","001-495-5352"
"8303e427-c5ff-45d9-b8ae-27df04654027","279e8686-7e06-42d3-bdda-aee91e2cd7ab","Customer 773","Class","2025-04-27","Confirmed","Dance","Amanda Davis","13:00:00",90,"183.23",NULL,NULL,"Dance","Class","customer773@example.com","001-195-3780"
"60b16235-2aa6-4da3-9e6b-3cdc4efb6797","d9d5b726-179b-4393-b667-ce2723ad25d6","Customer 775","Class","2025-04-09","Confirmed","Gymnastics","James Howard",NULL,NULL,"192.93",NULL,NULL,"Gymnastics","Class",NULL,"001-539-2918"
"cf9fbc2d-6363-4390-8497-709b317d4261","8f439aab-563f-40ed-b1ac-e9a4b9cde832","Customer 776","Class","2025-04-04","Pending","Art","James Howard",NULL,NULL,"258.81",NULL,NULL,"Art","Class","customer776@example.com","001-239-8531"
"7f11814b-13ef-4a5c-b651-dcfc6189effd","983f28c3-9958-4c9d-b41b-b2bb9bc0b946","Customer 778","Class","2025-04-06","Confirmed","Gymnastics","Lisa Hensley","11:00:00",90,"207.74",NULL,NULL,"Gymnastics","Facility","customer778@example.com","001-718-8649"
"b82f96ef-e1fb-40d1-9b11-ad8a0c970193","4d7fa194-75c4-4341-bd07-128766afb59c","Customer 782","Class","2025-04-11","Pending","Gymnastics","James Howard","10:00:00",90,"133.94",NULL,NULL,"Gymnastics","Birthday Party","customer782@example.com","001-108-9021"
"dc7f2313-7d8c-4912-b1bd-9c8ef298628b","9abdd2a4-7390-4fb0-a1c3-9ceb97060890","Customer 783","Class","2025-04-06","Pending","Dance","James Howard","10:00:00",45,"54.46",NULL,NULL,"Dance","Class","customer783@example.com","001-866-2488"
"77c602e6-6561-4c9b-82fe-0073fe14aa21","10bc0242-b238-42b6-addc-7a578b2af933","Customer 786","Class","2025-05-24","Pending","Art","James Howard","09:00:00",120,"288.08",NULL,NULL,"Art","Class","customer786@example.com",NULL
"232b2503-665d-4a0f-acf6-55659e4dba7b","a2ee5af8-7314-4164-9641-e941838f4b4a","Customer 788","Class","2025-05-19","Confirmed","Gymnastics","James Howard","13:00:00",120,"187.52",NULL,NULL,"Gymnastics","Birthday Party","customer788@example.com","001-758-9166"
"169618d4-6c1a-4807-adbf-f9a3d024565b","179d81e6-588b-44c5-8c2b-d49b8cb1b02b","Customer 791","Class","2025-05-28","Confirmed","Dance","James Howard",NULL,NULL,"69.73",NULL,NULL,"Dance","Facility","customer791@example.com",NULL
"225ef7ac-2035-4511-ac3a-8bfa1b2c6c03","2b6bac01-beb2-4939-a699-3969b8dc6985","Customer 792","Class","2025-03-27","Pending","Dance","Lisa Hensley","13:00:00",45,"30.32",NULL,NULL,"Dance","Birthday Party","customer792@example.com","001-270-5545"
"f9268cd1-a952-4a94-b6b8-43f6998d9176","fa5bb192-80b8-44b7-855f-f5bb7dcfefd0","Customer 793","Class","2025-05-03","Confirmed","Dance","James Howard","12:00:00",120,"18.24",NULL,NULL,"Dance","Facility","customer793@example.com","001-277-9968"
"4bf7167b-f773-498c-a5c5-391ebd803623","1b04361e-499b-4843-bcce-1c5ed4a7423e","Customer 794","Class","2025-06-02","Pending","Gymnastics","James Howard","16:00:00",90,"24.54",NULL,NULL,"Gymnastics","Class","customer794@example.com","001-607-2623"
"64cb8ed2-81e0-4c2b-bdd8-def176bc5214","e03fd805-9709-48ea-8c1b-7bd1fd5e948f","Customer 796","Class","2025-06-02","Confirmed","Dance","Lisa Hensley","17:00:00",45,"250.13",NULL,NULL,"Dance","Class","customer796@example.com","001-177-9242"
"b9fb3b4b-6332-469d-9c8d-cba0851e4cad","8b4b8509-7f4f-43cf-9a2e-e9f9887871bc","Customer 806","Class","2025-03-27","Confirmed","Art","James Howard","17:00:00",45,"233.02",NULL,NULL,"Art","Class","customer806@example.com","001-912-1765"
"5ac3fdc5-afab-424f-8ee5-ad1edec4d541","36b2dcde-16fe-4ad9-9606-ba52f165b2c6","Customer 810","Class","2025-05-07","Confirmed","Gymnastics","Lisa Hensley","13:00:00",120,"123.7",NULL,NULL,"Gymnastics","Class","customer810@example.com","001-274-5625"
"c5603ab6-58af-4108-8682-307beab85d10","3406e7b5-a5ba-4633-8532-ffd1cc8cb045","Customer 816","Class","2025-04-20","Pending","Gymnastics","James Howard","15:00:00",90,"133.79",NULL,NULL,"Gymnastics","Birthday Party",NULL,"001-793-9926"
"1534f591-a526-4315-a51e-4d027d30a3ee","260bff2c-457d-41f4-994e-4628e33deab8","Customer 818","Class","2025-05-08","Pending","Art","James Howard","13:00:00",45,"263.92",NULL,NULL,"Art","Birthday Party","customer818@example.com","001-806-6425"
"d16fd696-7a76-4a2f-9212-d08cec8c1f42","620f2557-8738-4641-80a3-a8a8d5e5b1e4","Customer 819","Class","2025-06-10","Pending","Dance","Lisa Hensley","12:00:00",45,"213.08",NULL,NULL,"Dance","Class","customer819@example.com","001-352-7036"
"6f28f8ff-cc23-46cf-9cd2-542ae3725d84","65987963-9ba0-462b-ad77-0db572a90fad","Customer 822","Class","2025-06-20","Pending","Dance",NULL,"11:00:00",90,"185.23",NULL,NULL,"Dance","Class","customer822@example.com","001-991-6593"
"6e565391-c75d-4193-9f7b-dc0b1be6dd90","41356f6c-6238-4e12-9087-59229369ed4e","Customer 824","Class","2025-05-07","Pending","Art","Amanda Davis","16:00:00",120,"199.96",NULL,NULL,"Art","Birthday Party","customer824@example.com",NULL
"7416aad1-4fba-4c03-a5b7-9e5dce434bb5","8918a843-2d35-41bc-9cc4-cc88fb1dc024","Customer 830","Class","2025-06-03","Pending","Dance","Amanda Davis","13:00:00",45,"72.34",NULL,NULL,"Dance","Class","customer830@example.com","001-345-3529"
"33f098ee-3697-4403-876a-d710577b57ac","4aec2a9d-de3d-4125-b720-1c15ac7a1591","Customer 832","Class","2025-04-24","Confirmed","Gymnastics","Lisa Hensley","16:00:00",45,"35.92",NULL,NULL,"Gymnastics","Class","customer832@example.com","001-194-9699"
"4e19013f-8634-4fe1-9ab3-2acfe89f3968","7218e292-a658-48ca-af0d-478302047b90","Customer 835","Class","2025-05-10","Confirmed","Dance","James Howard","17:00:00",120,"182.81",NULL,NULL,"Dance","Class","customer835@example.com","001-441-8323"
"7195ed9b-5ebe-408a-928f-da913b8c239c","cd69ecd2-3c11-44a2-9a84-19648dfaaf45","Customer 836","Class","2025-04-04","Confirmed","Dance","Amanda Davis","12:00:00",120,"116.03",NULL,NULL,"Dance","Birthday Party","customer836@example.com","001-850-7040"
"fc08f166-7909-4615-afc7-2920c2c3a1eb","df1856d5-5a2a-4cac-aec0-8ed6e76bf38e","Customer 840","Class","2025-03-26","Confirmed","Art","Amanda Davis","10:00:00",90,"94.05",NULL,NULL,"Art","Class","customer840@example.com","001-364-2037"
"cffab3b0-2860-408b-a2f8-38fae0c3eb95","68ee3842-729b-455a-90f3-0c65fdd7c00e","Customer 842","Class","2025-03-28","Confirmed","Art","James Howard","12:00:00",45,"102.21",NULL,NULL,"Art","Class","customer842@example.com","001-957-3360"
"7ee75ef3-b338-43a0-b4d2-4726e24036bc","9c3ff5fb-8ee1-4e50-a34d-702b8f875a5b","Customer 843","Class","2025-04-04","Pending","Art","Amanda Davis","11:00:00",45,"85.43",NULL,NULL,"Art","Class","customer843@example.com","001-760-5571"
"22159cd7-0c3f-451c-87b1-7c23f04c2df4","292b26e4-c6c0-4266-81ae-4ca1a4f35b5f","Customer 844","Class","2025-05-05","Pending","Dance","Lisa Hensley","10:00:00",45,"217.64",NULL,NULL,"Dance","Class","customer844@example.com","001-779-7935"
"3640dbb9-8fa2-4289-82c0-7a2ead62f90b","3662d733-0b7c-4773-8ec3-b02322849c8a","Customer 845","Class","2025-05-20","Confirmed","Gymnastics",NULL,NULL,NULL,"42.38",NULL,NULL,"Gymnastics","Class","customer845@example.com","001-829-4720"
"82224d3b-b738-4b84-86cb-a998bbf87b5c","944b3e75-9faa-4476-9f7a-50d51ea94ee6","Customer 851","Class","2025-05-08","Pending","Art","Lisa Hensley","15:00:00",120,"188.51",NULL,NULL,"Art","Facility","customer851@example.com",NULL
"567d15c6-4294-4f6e-bd2f-05502e578d28","6f1a9058-c3d5-43db-b95d-163d158d387a","Customer 852","Class","2025-06-04","Pending","Gymnastics","Lisa Hensley","09:00:00",120,"113.98",NULL,NULL,"Gymnastics","Class","customer852@example.com","001-619-9240"
"eef57573-2bd7-42d6-89f7-411db62f8305","de90d97d-e51c-4bde-b009-68c9373bdb1f","Customer 856","Class","2025-05-18","Pending","Gymnastics","James Howard","13:00:00",120,"83.97",NULL,NULL,"Gymnastics","Class","customer856@example.com","001-282-2283"
"54caecb5-774e-4179-8326-4778dc487369","25aee4c8-4848-437e-9d26-6787ca5413d5","Customer 858","Class","2025-05-23","Confirmed","Dance","Lisa Hensley",NULL,NULL,"225.74",NULL,NULL,"Dance","Class","customer858@example.com","001-218-3627"
"17371228-4f4d-430f-b383-8168b519f34e","420bd7fd-94b8-465b-8abb-268cb16990a3","Customer 859","Class","2025-06-09","Confirmed","Gymnastics",NULL,NULL,NULL,"256.32",NULL,NULL,"Gymnastics","Class","customer859@example.com","001-490-7397"
"8ddd97ff-ff63-4b89-ac17-407f6a00a26a","d51537f2-46eb-4783-b752-965db456ccd0","Customer 861","Class","2025-03-29","Pending","Art",NULL,"15:00:00",120,"121.32",NULL,NULL,"Art","Class","customer861@example.com","001-790-7439"
"0d2d9e87-dbb4-4190-9aee-3ef7466687ae","17ae592f-3890-42ec-a3b9-ac3a5a820e59","Customer 870","Class","2025-04-05","Confirmed","Gymnastics",NULL,"10:00:00",90,"97.18",NULL,NULL,"Gymnastics","Birthday Party",NULL,"001-650-2725"
"1ac2542c-5496-41e7-a3fc-96ac07b6c7e3","418b28b0-8cdc-4c0f-ac02-fa33a1ef2804","Customer 871","Class","2025-06-16","Confirmed","Art","Lisa Hensley","10:00:00",45,"191.65",NULL,NULL,"Art","Class","customer871@example.com","001-446-6483"
"0f3d5e44-0a82-42d7-9fe6-48a371565bcd","54351ed5-de71-4dbd-96d4-84a4410dadc2","Customer 872","Class","2025-05-31","Confirmed","Gymnastics","Lisa Hensley","13:00:00",90,"178.96",NULL,NULL,"Gymnastics","Class","customer872@example.com","001-964-7851"
"2576b730-3616-450c-ac8a-7929be26ccf5","eaa76c1b-7c52-449a-9b53-511e61d639b5","Customer 876","Class","2025-06-08","Pending","Gymnastics",NULL,NULL,NULL,"63.14",NULL,NULL,"Gymnastics","Birthday Party","customer876@example.com","001-234-3420"
"48f51309-f8f3-4e79-ab76-59106aedf109","b52ea3be-91af-4c87-94e6-8e5554708370","Customer 878","Class","2025-03-27","Pending","Art","Lisa Hensley","09:00:00",90,"274.31",NULL,NULL,"Art","Birthday Party","customer878@example.com","001-876-8011"
"135a863e-520f-42f2-97ed-58b232b54754","8bd1d063-2db6-4546-b9b0-6548d7794be6","Customer 882","Class","2025-06-06","Confirmed","Dance","James Howard","12:00:00",90,"231.7",NULL,NULL,"Dance","Class","customer882@example.com",NULL
"cef48187-8952-4392-bb48-7e9127686c9a","955440a2-278e-44a2-8e40-699c796242d0","Customer 890","Class","2025-05-20","Confirmed","Gymnastics",NULL,"13:00:00",120,"249.89",NULL,NULL,"Gymnastics","Class",NULL,"001-789-4666"
"33ede946-69ba-445a-b6c8-bbd47bea79dd","1fc1abe8-bd11-42fd-af8a-6b9979a4f970","Customer 891","Class","2025-03-30","Confirmed","Gymnastics","Lisa Hensley",NULL,NULL,"205.06",NULL,NULL,"Gymnastics","Class","customer891@example.com",NULL
"4a519a51-fc0e-4996-af98-9d3379872814","ba3c6650-cb6f-4705-b700-242eb642703c","Customer 894","Class","2025-04-05","Pending","Dance",NULL,"13:00:00",120,"172.97",NULL,NULL,"Dance","Facility","customer894@example.com","001-126-4466"
"5e1b33df-e75b-40ab-be79-5dd8a29cdc82","1d8627dc-e762-4673-8b5c-c9377203ae1d","Customer 903","Class","2025-04-01","Confirmed","Gymnastics","James Howard","11:00:00",45,"276.01",NULL,NULL,"Gymnastics","Class",NULL,"001-303-1128"
"6f0485bf-99ad-495f-a9c8-be317adf5f3e","b493bf7c-c401-4922-9a64-d210755ae1d9","Customer 910","Class","2025-04-19","Confirmed","Gymnastics","Lisa Hensley","16:00:00",120,"289.38",NULL,NULL,"Gymnastics","Facility","customer910@example.com","001-423-4968"
"500b645c-8f64-4852-aef4-dff1f1aff168","bdbeb393-d8c5-467a-975a-2053b4dbb62b","Customer 916","Class","2025-06-07","Confirmed","Gymnastics","Lisa Hensley","13:00:00",45,"104.74",NULL,NULL,"Gymnastics","Facility",NULL,"001-562-3594"
"d12130c7-48d6-4598-8d4e-053c1ca1e45d","1ec3a21b-0c8b-4138-a9e7-ae6b38ccb1f7","Customer 925","Class","2025-05-18","Pending","Art","James Howard","12:00:00",45,"158.95",NULL,NULL,"Art","Birthday Party",NULL,"001-109-9765"
"88358f43-a4e7-4e17-b105-381c44fcf209","47c07b44-f341-45b9-810f-4c0a3db9812f","Customer 927","Class","2025-05-09","Confirmed","Dance","Lisa Hensley","10:00:00",45,"221.58",NULL,NULL,"Dance","Birthday Party","customer927@example.com","001-627-6757"
"3d2054eb-3a87-4898-87b7-1c27d17c4bac","1f70ec91-7e39-4aa4-a8b7-5d402cc15716","Customer 929","Class","2025-05-30","Confirmed","Art","James Howard","17:00:00",120,"38.46",NULL,NULL,"Art","Birthday Party","customer929@example.com","001-710-9856"
"27170562-09a6-4e68-8b36-ff468f020e07","b405c3c5-fffb-433a-93e5-1d4b608b6037","Customer 931","Class","2025-05-13","Confirmed","Dance","Lisa Hensley","17:00:00",120,"123.28",NULL,NULL,"Dance","Class","customer931@example.com","001-791-4892"
"5be650e1-e9d9-4fbf-a7bf-38e7f72a6cb5","d3c91798-90fa-4a74-80aa-c524eecea8ef","Customer 932","Class","2025-05-20","Confirmed","Gymnastics","Lisa Hensley",NULL,NULL,"195.08",NULL,NULL,"Gymnastics","Class","customer932@example.com","001-984-9174"
"466699cc-e766-4ba1-83c5-e48ed4731e4d","fcf29270-419a-4ecd-9773-a9300e76a5a1","Customer 937","Class","2025-06-11","Confirmed","Gymnastics","Amanda Davis","09:00:00",90,"241.78",NULL,NULL,"Gymnastics","Class","customer937@example.com",NULL
"27bb6d81-a22f-4606-9782-bc0f9f3529eb","668edd47-8b4a-4079-a51d-dcb125903c33","Customer 941","Class","2025-05-11","Pending","Dance","Amanda Davis","14:00:00",90,"206.74",NULL,NULL,"Dance","Birthday Party","customer941@example.com","001-328-3930"
"bfd6e906-04ca-47c1-bb89-519e9aec4b5e","cfa15167-83ac-4ce6-acfa-7ef02d4c1ef1","Customer 944","Class","2025-06-07","Pending","Gymnastics","James Howard","10:00:00",90,"272.32",NULL,NULL,"Gymnastics","Facility","customer944@example.com",NULL
"b5aed5cd-b3f2-4789-99c1-70448edacc57","54368dad-0561-44eb-bae5-803f20139ad0","Customer 947","Class","2025-04-06","Confirmed","Dance","Lisa Hensley","16:00:00",120,"161.45",NULL,NULL,"Dance","Class","customer947@example.com","001-898-4469"
"8e6034a8-add2-41e8-9084-a5c36ce65b97","b843ed19-4ccb-440f-a1a3-b94a162f726b","Customer 962","Class","2025-03-25","Confirmed","Gymnastics","Lisa Hensley","14:00:00",90,"115.3",NULL,NULL,"Gymnastics","Birthday Party","customer962@example.com","001-950-6514"
"890e7b25-9e5b-4c2f-9e64-53d0078a52bb","7e1417d1-581a-4624-8856-b39daadc72c4","Customer 970","Class","2025-04-04","Confirmed","Art","Amanda Davis","12:00:00",90,"178.74",NULL,NULL,"Art","Facility","customer970@example.com","001-678-7305"
"efa85d06-b44d-4c14-95e6-5f6504d14324","7c2e1cd9-72c0-4e30-9e30-ece1eef17132","Customer 971","Class","2025-05-09","Confirmed","Art","Lisa Hensley","15:00:00",45,"51.13",NULL,NULL,"Art","Birthday Party","customer971@example.com","001-987-4870"
"ca589bed-c7c5-4606-bef4-def153210bbf","09d5ef37-3a59-473c-9b78-9b656c290a6b","Customer 972","Class","2025-05-15","Pending","Art","Lisa Hensley","15:00:00",90,"21.09",NULL,NULL,"Art","Class","customer972@example.com",NULL
"a6804bff-8ecd-4ec9-bb3e-ac228495e1a3","db1ea822-51fb-44b4-9ff9-07b4a40aa785","Customer 980","Class","2025-06-18","Confirmed","Gymnastics","Amanda Davis","09:00:00",45,"290.03",NULL,NULL,"Gymnastics","Birthday Party","customer980@example.com",NULL
"e5267d63-19a3-4a37-8cb4-991fd5a90387","9750d5f5-9dde-4475-8c81-6b760fde248c","Customer 982","Class","2025-05-29","Confirmed","Art","Amanda Davis","16:00:00",90,"191.23",NULL,NULL,"Art","Class","customer982@example.com","001-690-4531"
"f2d7117e-e561-440d-a026-30d0f3dd5c26","7de60f8f-ecc6-4daa-9c2a-942fbcdbc878","Customer 985","Class","2025-06-12","Confirmed","Art","James Howard","14:00:00",120,"188.63",NULL,NULL,"Art","Class","customer985@example.com",NULL
"b01fa52c-b063-432e-a0fa-f457f0560624","97cff51e-977f-4853-add9-5170396825c5","Customer 986","Class","2025-05-15","Confirmed","Gymnastics","James Howard","16:00:00",120,"63.87",NULL,NULL,"Gymnastics","Class","customer986@example.com","001-836-2200"
"2ff36e6b-da33-425e-802e-95b88bfd2e57","46daf7bb-edb9-4795-9c19-e5975a898d93","Customer 989","Class","2025-03-25","Pending","Art","James Howard",NULL,NULL,"179.95",NULL,NULL,"Art","Facility","customer989@example.com","001-728-7350"
"51e641d7-b9e8-4bbe-bb4c-31ee1890141e","c09799ac-517b-40b5-a5ae-20395b8ce9e7","Customer 992","Class","2025-05-21","Confirmed","Dance","James Howard",NULL,NULL,"236.52",NULL,NULL,"Dance","Class","customer992@example.com","001-250-4971"
"47ed703d-5a43-4155-825f-6713a636877d","ba8b4ad5-9a21-41a3-8a43-c16a0b51eaae","Customer 993","Class","2025-06-10","Pending","Gymnastics","Lisa Hensley","12:00:00",45,"120.1",NULL,NULL,"Gymnastics","Facility","customer993@example.com","001-601-3902"
"8ae357a5-5860-4a35-bd7a-8fc56e67f163","c190430a-ebf4-4951-8899-4faa1170de75","Customer 995","Class","2025-05-17","Pending","Gymnastics","Lisa Hensley","16:00:00",45,"141.7",NULL,NULL,"Gymnastics","Class","customer995@example.com","001-723-6984"
"633d1590-d9b2-4263-9b29-8589333c7a0a","10cd8264-a18b-4ee4-a035-27058df83238","Customer 997","Class","2025-05-02","Confirmed","Art","James Howard",NULL,NULL,"119.02",NULL,NULL,"Art","Class","customer997@example.com",NULL
